,Request id,Pickup point,Status,Request timestamp,Hour,Day,Time Slot
946,1973,Airport,Trip Completed,2016-07-12 12:17:00,12,Tuesday,Aftrnoon
947,2363,Airport,Trip Completed,2016-07-12 19:31:00,19,Tuesday,Night
948,2994,City,Trip Completed,2016-07-13 07:15:27,7,Wednesday,Morning
949,3201,Airport,Trip Completed,2016-07-13 09:33:26,9,Wednesday,Morning
950,3511,City,Trip Completed,2016-07-13 17:38:17,17,Wednesday,Evening
951,3956,Airport,Trip Completed,2016-07-13 22:47:55,22,Wednesday,Late Night
952,4359,City,Trip Completed,2016-07-14 07:27:05,7,Thursday,Morning
953,4798,City,Trip Completed,2016-07-14 16:52:26,16,Thursday,Evening
954,5955,Airport,Trip Completed,2016-07-15 10:45:56,10,Friday,Morning
955,6117,Airport,Trip Completed,2016-07-15 15:17:13,15,Friday,Evening
956,6252,City,Trip Completed,2016-07-15 18:00:40,18,Friday,Night
957,101,Airport,Trip Completed,2016-07-11 05:08:00,5,Monday,Early Morning
958,351,City,Trip Completed,2016-07-11 07:53:00,7,Monday,Morning
959,871,City,Trip Completed,2016-07-11 17:57:00,17,Monday,Evening
960,1330,Airport,Trip Completed,2016-07-11 23:11:00,23,Monday,Late Night
961,3227,Airport,Trip Completed,2016-07-13 09:52:49,9,Wednesday,Morning
962,4921,City,Trip Completed,2016-07-14 18:14:26,18,Thursday,Night
963,5373,City,Trip Completed,2016-07-14 23:42:23,23,Thursday,Late Night
964,6612,Airport,Trip Completed,2016-07-15 21:49:41,21,Friday,Late Night
965,50,City,Trip Completed,2016-07-11 03:22:00,3,Monday,Early Morning
966,102,Airport,Trip Completed,2016-07-11 05:01:00,5,Monday,Early Morning
967,211,City,Trip Completed,2016-07-11 06:08:00,6,Monday,Morning
968,510,City,Trip Completed,2016-07-11 09:40:00,9,Monday,Morning
969,1548,Airport,Trip Completed,2016-07-12 06:10:00,6,Tuesday,Morning
970,2208,City,Trip Completed,2016-07-12 17:59:00,17,Tuesday,Evening
971,4030,City,Trip Completed,2016-07-14 00:13:43,0,Thursday,Early Morning
972,4370,City,Trip Completed,2016-07-14 07:36:53,7,Thursday,Morning
973,5834,Airport,Trip Completed,2016-07-15 08:54:03,8,Friday,Morning
974,639,City,Trip Completed,2016-07-11 12:28:00,12,Monday,Aftrnoon
975,1451,Airport,Trip Completed,2016-07-12 04:53:00,4,Tuesday,Early Morning
976,2335,City,Trip Completed,2016-07-12 19:15:00,19,Tuesday,Night
977,2572,Airport,Trip Completed,2016-07-12 21:35:00,21,Tuesday,Late Night
978,3326,Airport,Trip Completed,2016-07-13 12:29:20,12,Wednesday,Aftrnoon
979,3916,City,Trip Completed,2016-07-13 22:08:13,22,Wednesday,Late Night
980,4514,City,Trip Completed,2016-07-14 09:16:24,9,Thursday,Morning
981,6604,City,Trip Completed,2016-07-15 21:42:04,21,Friday,Late Night
982,373,Airport,Trip Completed,2016-07-11 08:09:00,8,Monday,Morning
983,1338,Airport,Trip Completed,2016-07-11 23:23:00,23,Monday,Late Night
984,1830,City,Trip Completed,2016-07-12 09:33:00,9,Tuesday,Morning
985,2274,City,Trip Completed,2016-07-12 18:33:00,18,Tuesday,Night
986,3224,Airport,Trip Completed,2016-07-13 09:52:22,9,Wednesday,Morning
987,5321,City,Trip Completed,2016-07-14 22:09:50,22,Thursday,Late Night
988,5520,City,Trip Completed,2016-07-15 05:17:46,5,Friday,Early Morning
989,5842,City,Trip Completed,2016-07-15 09:04:30,9,Friday,Morning
990,6429,Airport,Trip Completed,2016-07-15 19:49:10,19,Friday,Night
991,6704,Airport,Trip Completed,2016-07-15 22:58:01,22,Friday,Late Night
992,2057,Airport,Trip Completed,2016-07-12 15:02:00,15,Tuesday,Evening
993,3723,Airport,Trip Completed,2016-07-13 20:03:45,20,Wednesday,Night
994,4492,City,Trip Completed,2016-07-14 09:01:49,9,Thursday,Morning
995,5153,Airport,Trip Completed,2016-07-14 20:29:19,20,Thursday,Night
996,6531,City,Trip Completed,2016-07-15 20:49:25,20,Friday,Night
997,521,City,Trip Completed,2016-07-11 09:48:00,9,Monday,Morning
998,1850,City,Trip Completed,2016-07-12 09:45:00,9,Tuesday,Morning
999,2851,Airport,Trip Completed,2016-07-13 05:31:53,5,Wednesday,Early Morning
1000,5380,Airport,Trip Completed,2016-07-14 23:50:28,23,Thursday,Late Night
1001,5917,Airport,Trip Completed,2016-07-15 10:04:16,10,Friday,Morning
1002,148,Airport,Trip Completed,2016-07-11 05:36:00,5,Monday,Early Morning
1003,1113,City,Trip Completed,2016-07-11 20:18:00,20,Monday,Night
1004,1758,Airport,Trip Completed,2016-07-12 08:44:00,8,Tuesday,Morning
1005,2395,Airport,Trip Completed,2016-07-12 19:55:00,19,Tuesday,Night
1006,2708,Airport,Trip Completed,2016-07-13 01:22:32,1,Wednesday,Early Morning
1007,2995,City,Trip Completed,2016-07-13 07:07:32,7,Wednesday,Morning
1008,3993,City,Trip Completed,2016-07-13 23:31:47,23,Wednesday,Late Night
1009,4724,City,Trip Completed,2016-07-14 13:52:36,13,Thursday,Aftrnoon
1010,5144,Airport,Trip Completed,2016-07-14 20:21:02,20,Thursday,Night
1011,5572,City,Trip Completed,2016-07-15 05:46:37,5,Friday,Early Morning
1012,5740,Airport,Trip Completed,2016-07-15 07:50:35,7,Friday,Morning
1013,5938,City,Trip Completed,2016-07-15 10:16:24,10,Friday,Morning
1014,6299,City,Trip Completed,2016-07-15 18:25:54,18,Friday,Night
1015,6695,Airport,Trip Completed,2016-07-15 22:45:03,22,Friday,Late Night
1016,507,Airport,Trip Completed,2016-07-11 09:40:00,9,Monday,Morning
1017,1135,Airport,Trip Completed,2016-07-11 20:37:00,20,Monday,Night
1018,1479,City,Trip Completed,2016-07-12 05:16:00,5,Tuesday,Early Morning
1019,3275,City,Trip Completed,2016-07-13 10:39:32,10,Wednesday,Morning
1020,4078,City,Trip Completed,2016-07-14 02:10:33,2,Thursday,Early Morning
1021,4176,Airport,Trip Completed,2016-07-14 05:18:01,5,Thursday,Early Morning
1022,4776,City,Trip Completed,2016-07-14 16:16:30,16,Thursday,Evening
1023,4899,Airport,Trip Completed,2016-07-14 18:02:51,18,Thursday,Night
1024,35,City,Trip Completed,2016-07-11 02:36:00,2,Monday,Early Morning
1025,161,Airport,Trip Completed,2016-07-11 05:36:00,5,Monday,Early Morning
1026,831,Airport,Trip Completed,2016-07-11 17:30:00,17,Monday,Evening
1027,1080,Airport,Trip Completed,2016-07-11 19:59:00,19,Monday,Night
1028,2496,City,Trip Completed,2016-07-12 20:53:00,20,Tuesday,Night
1029,3141,City,Trip Completed,2016-07-13 08:58:47,8,Wednesday,Morning
1030,3297,City,Trip Completed,2016-07-13 11:37:32,11,Wednesday,Morning
1031,3602,Airport,Trip Completed,2016-07-13 18:40:02,18,Wednesday,Night
1032,4150,City,Trip Completed,2016-07-14 04:51:03,4,Thursday,Early Morning
1033,4361,City,Trip Completed,2016-07-14 07:29:29,7,Thursday,Morning
1034,4642,City,Trip Completed,2016-07-14 11:44:26,11,Thursday,Morning
1035,4752,City,Trip Completed,2016-07-14 15:19:35,15,Thursday,Evening
1036,4849,City,Trip Completed,2016-07-14 17:39:27,17,Thursday,Evening
1037,6199,City,Trip Completed,2016-07-15 17:25:23,17,Friday,Evening
1038,241,City,Trip Completed,2016-07-11 06:31:00,6,Monday,Morning
1039,1339,Airport,Trip Completed,2016-07-11 23:25:00,23,Monday,Late Night
1040,1454,City,Trip Completed,2016-07-12 04:54:00,4,Tuesday,Early Morning
1041,4342,City,Trip Completed,2016-07-14 07:17:09,7,Thursday,Morning
1042,6766,City,Trip Completed,2016-07-15 00:06:56,0,Friday,Early Morning
1043,6213,City,Trip Completed,2016-07-15 17:30:09,17,Friday,Evening
1044,41,City,Trip Completed,2016-07-11 02:47:00,2,Monday,Early Morning
1045,279,Airport,Trip Completed,2016-07-11 06:58:00,6,Monday,Morning
1046,952,City,Trip Completed,2016-07-11 18:39:00,18,Monday,Night
1047,1200,Airport,Trip Completed,2016-07-11 21:13:00,21,Monday,Late Night
1048,1775,City,Trip Completed,2016-07-12 08:57:00,8,Tuesday,Morning
1049,1953,Airport,Trip Completed,2016-07-12 11:38:00,11,Tuesday,Morning
1050,3270,City,Trip Completed,2016-07-13 10:28:01,10,Wednesday,Morning
1051,3497,Airport,Trip Completed,2016-07-13 17:32:20,17,Wednesday,Evening
1052,3897,Airport,Trip Completed,2016-07-13 22:00:50,22,Wednesday,Late Night
1053,4601,City,Trip Completed,2016-07-14 10:13:30,10,Thursday,Morning
1054,4621,Airport,Trip Completed,2016-07-14 11:02:21,11,Thursday,Morning
1055,5061,City,Trip Completed,2016-07-14 19:29:16,19,Thursday,Night
1056,5359,City,Trip Completed,2016-07-14 23:21:57,23,Thursday,Late Night
1057,6179,Airport,Trip Completed,2016-07-15 16:53:17,16,Friday,Evening
1058,469,Airport,Trip Completed,2016-07-11 09:24:00,9,Monday,Morning
1059,914,City,Trip Completed,2016-07-11 18:17:00,18,Monday,Night
1060,1386,Airport,Trip Completed,2016-07-12 01:30:00,1,Tuesday,Early Morning
1061,1935,City,Trip Completed,2016-07-12 11:16:00,11,Tuesday,Morning
1062,3243,Airport,Trip Completed,2016-07-13 10:03:58,10,Wednesday,Morning
1063,3449,City,Trip Completed,2016-07-13 16:52:29,16,Wednesday,Evening
1064,4500,City,Trip Completed,2016-07-14 09:04:43,9,Thursday,Morning
1065,5328,Airport,Trip Completed,2016-07-14 22:10:37,22,Thursday,Late Night
1066,5576,City,Trip Completed,2016-07-15 05:53:20,5,Friday,Early Morning
1067,6112,Airport,Trip Completed,2016-07-15 15:06:46,15,Friday,Evening
1068,6438,Airport,Trip Completed,2016-07-15 19:54:08,19,Friday,Night
1069,707,Airport,Trip Completed,2016-07-11 14:17:00,14,Monday,Aftrnoon
1070,1136,Airport,Trip Completed,2016-07-11 20:32:00,20,Monday,Night
1071,2961,Airport,Trip Completed,2016-07-13 06:48:57,6,Wednesday,Morning
1072,3428,City,Trip Completed,2016-07-13 15:55:17,15,Wednesday,Evening
1073,4045,Airport,Trip Completed,2016-07-14 00:56:22,0,Thursday,Early Morning
1074,5399,City,Trip Completed,2016-07-15 00:58:19,0,Friday,Early Morning
1075,5730,City,Trip Completed,2016-07-15 07:50:12,7,Friday,Morning
1076,180,Airport,Trip Completed,2016-07-11 05:48:00,5,Monday,Early Morning
1077,1694,City,Trip Completed,2016-07-12 07:54:00,7,Tuesday,Morning
1078,2294,City,Trip Completed,2016-07-12 18:47:00,18,Tuesday,Night
1079,3630,City,Trip Completed,2016-07-13 18:59:56,18,Wednesday,Night
1080,3978,City,Trip Completed,2016-07-13 23:18:14,23,Wednesday,Late Night
1081,4426,City,Trip Completed,2016-07-14 08:21:49,8,Thursday,Morning
1082,5115,Airport,Trip Completed,2016-07-14 20:03:46,20,Thursday,Night
1083,5558,Airport,Trip Completed,2016-07-15 05:32:12,5,Friday,Early Morning
1084,5827,Airport,Trip Completed,2016-07-15 08:52:58,8,Friday,Morning
1085,6063,Airport,Trip Completed,2016-07-15 13:48:53,13,Friday,Aftrnoon
1086,6691,Airport,Trip Completed,2016-07-15 22:47:31,22,Friday,Late Night
1087,170,City,Trip Completed,2016-07-11 05:45:00,5,Monday,Early Morning
1088,1326,Airport,Trip Completed,2016-07-11 23:06:00,23,Monday,Late Night
1089,1476,City,Trip Completed,2016-07-12 05:16:00,5,Tuesday,Early Morning
1090,2937,Airport,Trip Completed,2016-07-13 06:27:11,6,Wednesday,Morning
1091,3973,City,Trip Completed,2016-07-13 22:58:36,22,Wednesday,Late Night
1092,4644,City,Trip Completed,2016-07-14 11:47:32,11,Thursday,Morning
1093,5086,Airport,Trip Completed,2016-07-14 19:41:45,19,Thursday,Night
1094,6572,Airport,Trip Completed,2016-07-15 21:11:01,21,Friday,Late Night
1095,6755,Airport,Trip Completed,2016-07-15 23:57:32,23,Friday,Late Night
1096,1483,City,Trip Completed,2016-07-12 05:22:00,5,Tuesday,Early Morning
1097,1844,City,Trip Completed,2016-07-12 09:40:00,9,Tuesday,Morning
1098,2120,Airport,Trip Completed,2016-07-12 16:44:00,16,Tuesday,Evening
1099,2411,City,Trip Completed,2016-07-12 20:04:00,20,Tuesday,Night
1100,2903,Airport,Trip Completed,2016-07-13 06:00:19,6,Wednesday,Morning
1101,3289,City,Trip Completed,2016-07-13 11:06:44,11,Wednesday,Morning
1102,3859,Airport,Trip Completed,2016-07-13 21:38:18,21,Wednesday,Late Night
1103,4313,City,Trip Completed,2016-07-14 06:49:43,6,Thursday,Morning
1104,5325,City,Trip Completed,2016-07-14 22:11:41,22,Thursday,Late Night
1105,5906,City,Trip Completed,2016-07-15 09:56:43,9,Friday,Morning
1106,6049,City,Trip Completed,2016-07-15 13:27:33,13,Friday,Aftrnoon
1107,664,Airport,Trip Completed,2016-07-11 12:58:00,12,Monday,Aftrnoon
1108,750,City,Trip Completed,2016-07-11 15:52:00,15,Monday,Evening
1109,1950,City,Trip Completed,2016-07-12 11:33:00,11,Tuesday,Morning
1110,2989,Airport,Trip Completed,2016-07-13 07:08:16,7,Wednesday,Morning
1111,3266,Airport,Trip Completed,2016-07-13 10:27:47,10,Wednesday,Morning
1112,4358,Airport,Trip Completed,2016-07-14 07:25:12,7,Thursday,Morning
1113,4720,Airport,Trip Completed,2016-07-14 13:48:48,13,Thursday,Aftrnoon
1114,5019,City,Trip Completed,2016-07-14 19:07:33,19,Thursday,Night
1115,5925,City,Trip Completed,2016-07-15 10:08:04,10,Friday,Morning
1116,112,Airport,Trip Completed,2016-07-11 05:01:00,5,Monday,Early Morning
1117,213,City,Trip Completed,2016-07-11 06:15:00,6,Monday,Morning
1118,1818,Airport,Trip Completed,2016-07-12 09:29:00,9,Tuesday,Morning
1119,2018,Airport,Trip Completed,2016-07-12 13:39:00,13,Tuesday,Aftrnoon
1120,3231,Airport,Trip Completed,2016-07-13 09:57:52,9,Wednesday,Morning
1121,3378,Airport,Trip Completed,2016-07-13 14:19:59,14,Wednesday,Aftrnoon
1122,3896,City,Trip Completed,2016-07-13 21:55:01,21,Wednesday,Late Night
1123,4828,City,Trip Completed,2016-07-14 17:26:14,17,Thursday,Evening
1124,5944,City,Trip Completed,2016-07-15 10:23:18,10,Friday,Morning
1125,6245,Airport,Trip Completed,2016-07-15 17:58:28,17,Friday,Evening
1126,3957,City,Trip Completed,2016-07-13 22:42:16,22,Wednesday,Late Night
1127,4066,Airport,Trip Completed,2016-07-14 01:56:01,1,Thursday,Early Morning
1128,4691,City,Trip Completed,2016-07-14 13:01:57,13,Thursday,Aftrnoon
1129,6153,Airport,Trip Completed,2016-07-15 16:23:13,16,Friday,Evening
1130,260,City,Trip Completed,2016-07-11 06:45:00,6,Monday,Morning
1131,1077,Airport,Trip Completed,2016-07-11 19:55:00,19,Monday,Night
1132,1316,City,Trip Completed,2016-07-11 22:54:00,22,Monday,Late Night
1133,1754,City,Trip Completed,2016-07-12 08:42:00,8,Tuesday,Morning
1134,2086,City,Trip Completed,2016-07-12 15:44:00,15,Tuesday,Evening
1135,3044,Airport,Trip Completed,2016-07-13 07:38:41,7,Wednesday,Morning
1136,3295,City,Trip Completed,2016-07-13 11:32:01,11,Wednesday,Morning
1137,3347,Airport,Trip Completed,2016-07-13 12:58:15,12,Wednesday,Aftrnoon
1138,3801,Airport,Trip Completed,2016-07-13 20:59:37,20,Wednesday,Night
1139,4249,City,Trip Completed,2016-07-14 06:03:18,6,Thursday,Morning
1140,5096,Airport,Trip Completed,2016-07-14 19:52:09,19,Thursday,Night
1141,5892,City,Trip Completed,2016-07-15 09:48:14,9,Friday,Morning
1142,6281,Airport,Trip Completed,2016-07-15 18:16:59,18,Friday,Night
1143,6497,City,Trip Completed,2016-07-15 20:29:43,20,Friday,Night
1144,13,City,Trip Completed,2016-07-11 01:08:00,1,Monday,Early Morning
1145,1907,City,Trip Completed,2016-07-12 10:36:00,10,Tuesday,Morning
1146,3074,City,Trip Completed,2016-07-13 08:03:34,8,Wednesday,Morning
1147,3441,City,Trip Completed,2016-07-13 16:27:50,16,Wednesday,Evening
1148,3651,City,Trip Completed,2016-07-13 19:13:47,19,Wednesday,Night
1149,4093,City,Trip Completed,2016-07-14 03:06:29,3,Thursday,Early Morning
1150,4339,City,Trip Completed,2016-07-14 07:13:49,7,Thursday,Morning
1151,4753,City,Trip Completed,2016-07-14 15:18:12,15,Thursday,Evening
1152,5933,City,Trip Completed,2016-07-15 10:12:18,10,Friday,Morning
1153,1184,City,Trip Completed,2016-07-11 21:01:00,21,Monday,Late Night
1154,1402,Airport,Trip Completed,2016-07-12 02:48:00,2,Tuesday,Early Morning
1155,1597,City,Trip Completed,2016-07-12 06:40:00,6,Tuesday,Morning
1156,2702,City,Trip Completed,2016-07-13 01:12:24,1,Wednesday,Early Morning
1157,2996,City,Trip Completed,2016-07-13 07:13:58,7,Wednesday,Morning
1158,4857,Airport,Trip Completed,2016-07-14 17:34:19,17,Thursday,Evening
1159,6661,City,Trip Completed,2016-07-15 22:20:23,22,Friday,Late Night
1160,134,Airport,Trip Completed,2016-07-11 05:13:00,5,Monday,Early Morning
1161,598,City,Trip Completed,2016-07-11 11:36:00,11,Monday,Morning
1162,726,Airport,Trip Completed,2016-07-11 15:00:00,15,Monday,Evening
1163,832,Airport,Trip Completed,2016-07-11 17:38:00,17,Monday,Evening
1164,2065,City,Trip Completed,2016-07-12 15:06:00,15,Tuesday,Evening
1165,2701,Airport,Trip Completed,2016-07-13 01:04:42,1,Wednesday,Early Morning
1166,3429,City,Trip Completed,2016-07-13 15:59:29,15,Wednesday,Evening
1167,3645,City,Trip Completed,2016-07-13 19:07:39,19,Wednesday,Night
1168,4958,City,Trip Completed,2016-07-14 18:36:12,18,Thursday,Night
1169,5474,City,Trip Completed,2016-07-15 04:45:24,4,Friday,Early Morning
1170,6088,City,Trip Completed,2016-07-15 14:29:35,14,Friday,Aftrnoon
1171,6714,Airport,Trip Completed,2016-07-15 23:12:34,23,Friday,Late Night
1172,1024,Airport,Trip Completed,2016-07-11 19:20:00,19,Monday,Night
1173,1452,City,Trip Completed,2016-07-12 04:52:00,4,Tuesday,Early Morning
1174,2507,City,Trip Completed,2016-07-12 21:05:00,21,Tuesday,Late Night
1175,3052,Airport,Trip Completed,2016-07-13 07:43:26,7,Wednesday,Morning
1176,4702,Airport,Trip Completed,2016-07-14 13:13:14,13,Thursday,Aftrnoon
1177,4830,Airport,Trip Completed,2016-07-14 17:23:33,17,Thursday,Evening
1178,5920,Airport,Trip Completed,2016-07-15 10:06:21,10,Friday,Morning
1179,533,Airport,Trip Completed,2016-07-11 09:55:00,9,Monday,Morning
1180,1368,City,Trip Completed,2016-07-12 00:07:00,0,Tuesday,Early Morning
1181,2499,Airport,Trip Completed,2016-07-12 20:55:00,20,Tuesday,Night
1182,2962,City,Trip Completed,2016-07-13 06:47:53,6,Wednesday,Morning
1183,3617,Airport,Trip Completed,2016-07-13 18:55:13,18,Wednesday,Night
1184,5370,City,Trip Completed,2016-07-14 23:43:29,23,Thursday,Late Night
1185,47,City,Trip Completed,2016-07-11 03:22:00,3,Monday,Early Morning
1186,270,City,Trip Completed,2016-07-11 06:54:00,6,Monday,Morning
1187,1007,City,Trip Completed,2016-07-11 19:14:00,19,Monday,Night
1188,2372,City,Trip Completed,2016-07-12 19:35:00,19,Tuesday,Night
1189,3584,Airport,Trip Completed,2016-07-13 18:29:45,18,Wednesday,Night
1190,4645,Airport,Trip Completed,2016-07-14 11:45:40,11,Thursday,Morning
1191,5219,City,Trip Completed,2016-07-14 21:00:35,21,Thursday,Late Night
1192,5559,Airport,Trip Completed,2016-07-15 05:39:41,5,Friday,Early Morning
1193,631,Airport,Trip Completed,2016-07-11 12:19:00,12,Monday,Aftrnoon
1194,775,City,Trip Completed,2016-07-11 16:29:00,16,Monday,Evening
1195,1006,Airport,Trip Completed,2016-07-11 19:08:00,19,Monday,Night
1196,1995,City,Trip Completed,2016-07-12 12:51:00,12,Tuesday,Aftrnoon
1197,2248,City,Trip Completed,2016-07-12 18:23:00,18,Tuesday,Night
1198,2540,Airport,Trip Completed,2016-07-12 21:15:00,21,Tuesday,Late Night
1199,3037,Airport,Trip Completed,2016-07-13 07:33:22,7,Wednesday,Morning
1200,3419,Airport,Trip Completed,2016-07-13 15:42:30,15,Wednesday,Evening
1201,3987,City,Trip Completed,2016-07-13 23:18:16,23,Wednesday,Late Night
1202,4458,City,Trip Completed,2016-07-14 08:38:20,8,Thursday,Morning
1203,4987,Airport,Trip Completed,2016-07-14 18:46:09,18,Thursday,Night
1204,5868,City,Trip Completed,2016-07-15 09:16:06,9,Friday,Morning
1205,6413,Airport,Trip Completed,2016-07-15 19:40:26,19,Friday,Night
1206,6533,City,Trip Completed,2016-07-15 20:52:48,20,Friday,Night
1207,90,Airport,Trip Completed,2016-07-11 04:53:00,4,Monday,Early Morning
1208,532,City,Trip Completed,2016-07-11 09:53:00,9,Monday,Morning
1209,1110,City,Trip Completed,2016-07-11 20:17:00,20,Monday,Night
1210,1759,Airport,Trip Completed,2016-07-12 08:46:00,8,Tuesday,Morning
1211,2147,City,Trip Completed,2016-07-12 17:21:00,17,Tuesday,Evening
1212,3254,Airport,Trip Completed,2016-07-13 10:11:48,10,Wednesday,Morning
1213,3381,Airport,Trip Completed,2016-07-13 14:25:14,14,Wednesday,Aftrnoon
1214,3656,City,Trip Completed,2016-07-13 19:11:20,19,Wednesday,Night
1215,3948,Airport,Trip Completed,2016-07-13 22:37:48,22,Wednesday,Late Night
1216,4520,City,Trip Completed,2016-07-14 09:23:37,9,Thursday,Morning
1217,4723,Airport,Trip Completed,2016-07-14 13:50:06,13,Thursday,Aftrnoon
1218,5176,City,Trip Completed,2016-07-14 20:37:58,20,Thursday,Night
1219,6338,City,Trip Completed,2016-07-15 18:46:41,18,Friday,Night
1220,6557,Airport,Trip Completed,2016-07-15 21:00:35,21,Friday,Late Night
1221,504,City,Trip Completed,2016-07-11 09:40:00,9,Monday,Morning
1222,640,Airport,Trip Completed,2016-07-11 12:27:00,12,Monday,Aftrnoon
1223,1206,City,Trip Completed,2016-07-11 21:24:00,21,Monday,Late Night
1224,1851,Airport,Trip Completed,2016-07-12 09:48:00,9,Tuesday,Morning
1225,2412,Airport,Trip Completed,2016-07-12 19:59:00,19,Tuesday,Night
1226,3300,Airport,Trip Completed,2016-07-13 11:42:51,11,Wednesday,Morning
1227,3648,City,Trip Completed,2016-07-13 19:13:25,19,Wednesday,Night
1228,6020,City,Trip Completed,2016-07-15 12:46:16,12,Friday,Aftrnoon
1229,6682,City,Trip Completed,2016-07-15 22:35:23,22,Friday,Late Night
1230,878,City,Trip Completed,2016-07-11 18:09:00,18,Monday,Night
1231,1014,Airport,Trip Completed,2016-07-11 19:14:00,19,Monday,Night
1232,1628,Airport,Trip Completed,2016-07-12 07:05:00,7,Tuesday,Morning
1233,2416,City,Trip Completed,2016-07-12 20:06:00,20,Tuesday,Night
1234,2974,Airport,Trip Completed,2016-07-13 06:46:54,6,Wednesday,Morning
1235,3273,Airport,Trip Completed,2016-07-13 10:38:37,10,Wednesday,Morning
1236,4210,City,Trip Completed,2016-07-14 05:38:07,5,Thursday,Early Morning
1237,4454,City,Trip Completed,2016-07-14 08:32:04,8,Thursday,Morning
1238,4732,Airport,Trip Completed,2016-07-14 14:13:45,14,Thursday,Aftrnoon
1239,5024,City,Trip Completed,2016-07-14 19:09:39,19,Thursday,Night
1240,5799,Airport,Trip Completed,2016-07-15 08:41:47,8,Friday,Morning
1241,6676,Airport,Trip Completed,2016-07-15 22:25:17,22,Friday,Late Night
1242,343,City,Trip Completed,2016-07-11 07:57:00,7,Monday,Morning
1243,1002,Airport,Trip Completed,2016-07-11 19:14:00,19,Monday,Night
1244,1571,Airport,Trip Completed,2016-07-12 06:28:00,6,Tuesday,Morning
1245,1954,Airport,Trip Completed,2016-07-12 11:43:00,11,Tuesday,Morning
1246,3436,Airport,Trip Completed,2016-07-13 16:11:34,16,Wednesday,Evening
1247,5193,Airport,Trip Completed,2016-07-14 20:45:13,20,Thursday,Night
1248,5555,City,Trip Completed,2016-07-15 05:44:27,5,Friday,Early Morning
1249,5674,Airport,Trip Completed,2016-07-15 07:06:23,7,Friday,Morning
1250,6596,City,Trip Completed,2016-07-15 21:33:21,21,Friday,Late Night
1251,123,City,Trip Completed,2016-07-11 05:12:00,5,Monday,Early Morning
1252,479,Airport,Trip Completed,2016-07-11 09:27:00,9,Monday,Morning
1253,657,City,Trip Completed,2016-07-11 12:55:00,12,Monday,Aftrnoon
1254,975,Airport,Trip Completed,2016-07-11 18:54:00,18,Monday,Night
1255,1307,Airport,Trip Completed,2016-07-11 22:42:00,22,Monday,Late Night
1256,1672,City,Trip Completed,2016-07-12 07:37:00,7,Tuesday,Morning
1257,1942,Airport,Trip Completed,2016-07-12 11:26:00,11,Tuesday,Morning
1258,3382,City,Trip Completed,2016-07-13 14:24:58,14,Wednesday,Aftrnoon
1259,4284,Airport,Trip Completed,2016-07-14 06:33:45,6,Thursday,Morning
1260,6734,Airport,Trip Completed,2016-07-15 23:37:11,23,Friday,Late Night
1261,281,City,Trip Completed,2016-07-11 07:01:00,7,Monday,Morning
1262,1902,City,Trip Completed,2016-07-12 10:34:00,10,Tuesday,Morning
1263,2691,Airport,Trip Completed,2016-07-13 00:44:02,0,Wednesday,Early Morning
1264,4430,City,Trip Completed,2016-07-14 08:21:08,8,Thursday,Morning
1265,4779,City,Trip Completed,2016-07-14 16:31:49,16,Thursday,Evening
1266,5097,City,Trip Completed,2016-07-14 19:52:18,19,Thursday,Night
1267,405,City,Trip Completed,2016-07-11 08:29:00,8,Monday,Morning
1268,585,City,Trip Completed,2016-07-11 11:16:00,11,Monday,Morning
1269,729,Airport,Trip Completed,2016-07-11 15:14:00,15,Monday,Evening
1270,1046,Airport,Trip Completed,2016-07-11 19:31:00,19,Monday,Night
1271,1663,Airport,Trip Completed,2016-07-12 07:33:00,7,Tuesday,Morning
1272,4027,City,Trip Completed,2016-07-13 00:07:58,0,Wednesday,Early Morning
1273,2876,City,Trip Completed,2016-07-13 05:49:57,5,Wednesday,Early Morning
1274,3767,Airport,Trip Completed,2016-07-13 20:35:07,20,Wednesday,Night
1275,5948,City,Trip Completed,2016-07-15 10:36:47,10,Friday,Morning
1276,6027,Airport,Trip Completed,2016-07-15 12:46:48,12,Friday,Aftrnoon
1277,701,City,Trip Completed,2016-07-11 14:01:00,14,Monday,Aftrnoon
1278,1529,City,Trip Completed,2016-07-12 05:56:00,5,Tuesday,Early Morning
1279,2060,Airport,Trip Completed,2016-07-12 15:04:00,15,Tuesday,Evening
1280,2262,City,Trip Completed,2016-07-12 18:30:00,18,Tuesday,Night
1281,4425,City,Trip Completed,2016-07-14 08:24:55,8,Thursday,Morning
1282,4710,City,Trip Completed,2016-07-14 13:26:42,13,Thursday,Aftrnoon
1283,5732,Airport,Trip Completed,2016-07-15 07:47:52,7,Friday,Morning
1284,142,City,Trip Completed,2016-07-11 05:25:00,5,Monday,Early Morning
1285,430,City,Trip Completed,2016-07-11 08:49:00,8,Monday,Morning
1286,612,Airport,Trip Completed,2016-07-11 11:47:00,11,Monday,Morning
1287,927,Airport,Trip Completed,2016-07-11 18:22:00,18,Monday,Night
1288,1010,City,Trip Completed,2016-07-11 19:14:00,19,Monday,Night
1289,1845,Airport,Trip Completed,2016-07-12 09:41:00,9,Tuesday,Morning
1290,2234,Airport,Trip Completed,2016-07-12 18:19:00,18,Tuesday,Night
1291,2633,Airport,Trip Completed,2016-07-12 22:18:00,22,Tuesday,Late Night
1292,4012,Airport,Trip Completed,2016-07-13 23:54:19,23,Wednesday,Late Night
1293,5039,City,Trip Completed,2016-07-14 19:20:34,19,Thursday,Night
